course_id,title,institution,institution_abbrev,institution_type,url,qualification_level,course_code,minor_second_major,admission_type,qualification_required,jae_aggregate,description,source_file,matched_majors,matched_domains,confidence,match_method,needs_review,suggested_majors
higher-nitec-in-business-administration-3-years,Higher Nitec in Business Administration (3 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-business-administration-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central, ITE College East, ITE College West",GCE N-Level,,,99ITEcourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (1.0); Public Administration (0.77); Public Health Administration (0.71)
higher-nitec-in-hairdressing--salon-management-3-years,Higher Nitec in Hairdressing & Salon Management (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-hairdressing--salon-management-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,,Business and Economics,0.5,domain_keyword,True,Natural Resource Management (0.59); Investment Management (0.58); Supply Chain Management (0.56)
higher-nitec-in-hairdressing--salon-management-2-years,Higher Nitec in Hairdressing & Salon Management (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-hairdressing--salon-management-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,,Business and Economics,0.5,domain_keyword,True,Natural Resource Management (0.59); Investment Management (0.58); Supply Chain Management (0.56)
higher-nitec-in-film--video-production-3-years,Higher Nitec in Film & Video Production (3 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-film--video-production-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central",GCE N-Level,,,99ITEcourses.html,Film Production,Arts and Design|Communication,0.95,keyword,False,Film Production (1.0); Music Production (0.62); Special Education (0.55)
higher-nitec-in-film--video-production-2-years,Higher Nitec in Film & Video Production (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-film--video-production-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College Central",GCE O-Level,,,99ITEcourses.html,Film Production,Arts and Design|Communication,0.95,keyword,False,Film Production (1.0); Music Production (0.62); Special Education (0.55)
higher-nitec-in-facilities-management--engineering-3-years,Higher Nitec in Facilities Management & Engineering (3 years),"ITE College West, ITE College East",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-facilities-management--engineering-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West, ITE College East",GCE N-Level,,,99ITEcourses.html,,Business and Economics|Engineering,0.5,domain_keyword,True,Sustainable Engineering (0.59); Civil Engineering (0.58); Geothermal Energy Engineering (0.56)
higher-nitec-in-facilities-management--engineering-2-years,Higher Nitec in Facilities Management & Engineering (2 years),"ITE College West, ITE College East",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-facilities-management--engineering-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College West, ITE College East",GCE O-Level,,,99ITEcourses.html,,Business and Economics|Engineering,0.5,domain_keyword,True,Sustainable Engineering (0.59); Civil Engineering (0.58); Geothermal Energy Engineering (0.56)
higher-nitec-in-event-management-3-years,Higher Nitec in Event Management (3 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-event-management-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central",GCE N-Level,,,99ITEcourses.html,Energy Management|Investment Management,Business and Economics|Engineering|Mathematics and Computer Science|Physical and Environment Sciences,0.81,fuzzy,False,Investment Management (0.81); Energy Management (0.79); Sports Management (0.73)
higher-nitec-in-event-management-2-years,Higher Nitec in Event Management (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-event-management-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Energy Management|Investment Management,Business and Economics|Engineering|Mathematics and Computer Science|Physical and Environment Sciences,0.81,fuzzy,False,Investment Management (0.81); Energy Management (0.79); Sports Management (0.73)
higher-nitec-in-electronics-engineering-3-years,Higher Nitec in Electronics Engineering (3 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-electronics-engineering-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central, ITE College East, ITE College West",GCE N-Level,,,99ITEcourses.html,Electrical Engineering|Mechanical Engineering,Engineering|Physical and Environment Sciences,0.89,fuzzy,False,Electrical Engineering (0.89); Mechanical Engineering (0.76); Chemical Engineering (0.7)
higher-nitec-in-electronics-engineering-2-years,Higher Nitec in Electronics Engineering (2 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-electronics-engineering-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central, ITE College East, ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Electrical Engineering|Mechanical Engineering,Engineering|Physical and Environment Sciences,0.89,fuzzy,False,Electrical Engineering (0.89); Mechanical Engineering (0.76); Chemical Engineering (0.7)
higher-nitec-in-electrical-engineering-3-years,Higher Nitec in Electrical Engineering (3 years),"ITE College West, ITE College East",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-electrical-engineering-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West, ITE College East",GCE N-Level,,,99ITEcourses.html,Electrical Engineering,Engineering|Physical and Environment Sciences,0.95,keyword,False,Electrical Engineering (1.0); Mechanical Engineering (0.82); Chemical Engineering (0.81)
higher-nitec-in-electrical-engineering-2-years,Higher Nitec in Electrical Engineering (2 years),"ITE College West, ITE College East",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-electrical-engineering-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College West, ITE College East","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Electrical Engineering,Engineering|Physical and Environment Sciences,0.95,keyword,False,Electrical Engineering (1.0); Mechanical Engineering (0.82); Chemical Engineering (0.81)
higher-nitec-in-early-childhood-education-2-years,Higher Nitec in Early Childhood Education (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-early-childhood-education-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College Central",GCE O-Level,,,99ITEcourses.html,Early Childhood Education|Educational Leadership,Biological Sciences|Education,0.95,keyword,False,Early Childhood Education (1.0); Health Education (0.68); Secondary Education (0.64)
higher-nitec-in-data-engineering-3-years,Higher Nitec in Data Engineering (3 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-data-engineering-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West",GCE N-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Biomedical Engineering (0.74); Mechanical Engineering (0.74); Civil Engineering (0.73)
higher-nitec-in-data-engineering-2-years,Higher Nitec in Data Engineering (2 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-data-engineering-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College West",GCE O-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Biomedical Engineering (0.74); Mechanical Engineering (0.74); Civil Engineering (0.73)
higher-nitec-in-cyber--network-security-3-years,Higher Nitec in Cyber & Network Security (3 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-cyber--network-security-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central, ITE College East, ITE College West",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,Cybersecurity (0.7); Gender and Sexuality Studies (0.42); Environmental Science (0.4)
higher-nitec-in-logistics--supply-chain-management-3-years,Higher Nitec in Logistics & Supply Chain Management (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-logistics--supply-chain-management-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,Supply Chain Management,Business and Economics|Engineering,0.95,keyword,False,Supply Chain Management (1.0); Investment Management (0.54); Public Safety and Emergency Management (0.52)
higher-nitec-in-logistics--supply-chain-management-2-years,Higher Nitec in Logistics & Supply Chain Management (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-logistics--supply-chain-management-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College East","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Supply Chain Management,Business and Economics|Engineering,0.95,keyword,False,Supply Chain Management (1.0); Investment Management (0.54); Public Safety and Emergency Management (0.52)
higher-nitec-in-landscape-management--design-3-years,Higher Nitec in Landscape Management & Design (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-landscape-management--design-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,Landscape Architecture,Architecture and Planning|Arts and Design|Business and Economics|Physical and Environment Sciences,0.95,keyword,False,Energy Management (0.57); Sports Management (0.57); Investment Management (0.56)
higher-nitec-in-landscape-management--design-2-years,Higher Nitec in Landscape Management & Design (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-landscape-management--design-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,Landscape Architecture,Architecture and Planning|Arts and Design|Business and Economics|Physical and Environment Sciences,0.95,keyword,False,Energy Management (0.57); Sports Management (0.57); Investment Management (0.56)
higher-nitec-in-it-systems--networks-3-years,Higher Nitec in IT Systems & Networks (3 years),"ITE College Central, ITE College West, ITE College East",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-it-systems--networks-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central, ITE College West, ITE College East",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,Food Systems and Policy (0.5); Sustainable Interior Design (0.42); Social Work (0.38)
higher-nitec-in-it-systems--networks-2-years,Higher Nitec in IT Systems & Networks (2 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-it-systems--networks-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central, ITE College East, ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,,,0.0,none,True,Food Systems and Policy (0.5); Sustainable Interior Design (0.42); Social Work (0.38)
higher-nitec-in-it-applications-development-3-years,Higher Nitec in IT Applications Development (3 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-it-applications-development-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central, ITE College East, ITE College West",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,Organizational Development (0.68); Public Relations (0.47); Supply Chain Management (0.44)
higher-nitec-in-it-applications-development-2-years,Higher Nitec in IT Applications Development (2 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-it-applications-development-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central, ITE College East, ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,,,0.0,none,True,Organizational Development (0.68); Public Relations (0.47); Supply Chain Management (0.44)
higher-nitec-in-interior--product-design-3-years,Higher Nitec in Interior & Product Design (3 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-interior--product-design-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central",GCE N-Level,,,99ITEcourses.html,Interior Design,Architecture and Planning|Arts and Design,1.0,fuzzy,False,Interior Design (1.0); Sustainable Interior Design (0.67); Industrial Design (0.57)
higher-nitec-in-interior--product-design-2-years,Higher Nitec in Interior & Product Design (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-interior--product-design-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College Central",GCE O-Level,,,99ITEcourses.html,Interior Design,Architecture and Planning|Arts and Design,1.0,fuzzy,False,Interior Design (1.0); Sustainable Interior Design (0.67); Industrial Design (0.57)
higher-nitec-in-integrated-mechanical--electrical-design-3-years,Higher Nitec in Integrated Mechanical & Electrical Design (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-integrated-mechanical--electrical-design-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,,Arts and Design|Engineering,0.5,domain_keyword,True,Industrial Design (0.52); Mechanical Engineering (0.51); Electrical Engineering (0.5)
higher-nitec-in-integrated-mechanical--electrical-design-2-years,Higher Nitec in Integrated Mechanical & Electrical Design (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-integrated-mechanical--electrical-design-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,,Arts and Design|Engineering,0.5,domain_keyword,True,Industrial Design (0.52); Mechanical Engineering (0.51); Electrical Engineering (0.5)
higher-nitec-in-immersive-applications--game-3-years,Higher Nitec in Immersive Applications & Game (3 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-immersive-applications--game-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,International Relations (0.46); Comparative Religion (0.45); Creative Writing (0.44)
higher-nitec-in-immersive-applications--game-2-years,Higher Nitec in Immersive Applications & Game (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-immersive-applications--game-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,,,0.0,none,True,International Relations (0.46); Comparative Religion (0.45); Creative Writing (0.44)
higher-nitec-in-hospitality-operations-3-years,Higher Nitec in Hospitality Operations (3 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-hospitality-operations-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,Hospitality and Tourism (0.71); Special Education (0.62); Health Education (0.58)
higher-nitec-in-hospitality-operations-2-years,Higher Nitec in Hospitality Operations (2 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-hospitality-operations-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,,,0.0,none,True,Hospitality and Tourism (0.71); Special Education (0.62); Health Education (0.58)
higher-nitec-in-pastry--baking-3-years,Higher Nitec in Pastry & Baking (3 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-pastry--baking-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,Illustration (0.44); Public Administration (0.44); Marketing (0.42)
