course_id,title,institution,institution_abbrev,institution_type,url,qualification_level,course_code,minor_second_major,admission_type,qualification_required,jae_aggregate,description,source_file,matched_majors,matched_domains,confidence,match_method,needs_review,suggested_majors
pesc-bachelor-of-engineering-science-with-double-major-in-process-engineering-and-synthetic-chemistry,Bachelor of Engineering Science With Double Major in Process Engineering and Synthetic Chemistry,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/pesc-bachelor-of-engineering-science-with-double-major-in-process-engineering-and-synthetic-chemistry,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Chemistry,Biological Sciences|Engineering|Physical and Environment Sciences,0.95,keyword,False,Chemistry (1.0); Biomedical Engineering (0.5); Chemical Engineering (0.5)
adm-bachelor-of-fine-arts-in-art-design-and-media,"Bachelor of Fine Arts in Art, Design and Media",Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/adm-bachelor-of-fine-arts-in-art-design-and-media,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Journalism|Visual Arts,Arts and Design|Communication|Education|Politics and Social Studies,0.95,keyword,False,Media and Communications (0.67); Digital Media (0.59); Urban Design and Sustainability (0.58)
adm-ma-bachelor-of-fine-arts-in-media-art,Bachelor of Fine Arts in Media Art,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/adm-ma-bachelor-of-fine-arts-in-media-art,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Journalism|Visual Arts,Arts and Design|Communication|Education|Politics and Social Studies,0.95,keyword,False,Visual Arts (0.6); Theatre Arts (0.57); Fine Arts (0.56)
adm-da-bachelor-of-fine-arts-in-design-art,Bachelor of Fine Arts in Design Art,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/adm-da-bachelor-of-fine-arts-in-design-art,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Visual Arts,Arts and Design|Education,0.95,keyword,False,Performing Arts (0.56); Fine Arts (0.53); Digital Marketing (0.52)
ecds-1-bachelor-of-social-sciences-in-economics-and-data-science,Bachelor of Social Sciences in Economics and Data Science,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ecds-1-bachelor-of-social-sciences-in-economics-and-data-science,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Data Science|Economics|Sociology,Business and Economics|Education|Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Data Science (1.0); Economics (1.0); Environmental Science (0.64)
econ-bachelor-of-social-sciences-in-economics,Bachelor of Social Sciences in Economics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/econ-bachelor-of-social-sciences-in-economics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Economics|Sociology,Business and Economics|Education|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,Economics (1.0); Genetics (0.59); Ethics (0.53)
roet-bachelor-of-engineering-robotics-engineering-with-a-second-major-in-entrepreneurship,Bachelor of Engineering (Robotics Engineering) With A Second Major in Entrepreneurship,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/roet-bachelor-of-engineering-robotics-engineering-with-a-second-major-in-entrepreneurship,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Entrepreneurship,Business and Economics|Engineering|Politics and Social Studies,0.95,keyword,False,Biomedical Engineering (0.7); Electrical Engineering (0.7); Chemical Engineering (0.68)
rosu-bachelor-of-engineering-robotics-engineering-with-a-second-major-in-society-and-urban-system,Bachelor of Engineering (Robotics Engineering)with A Second Major in Society and Urban System,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/rosu-bachelor-of-engineering-robotics-engineering-with-a-second-major-in-society-and-urban-system,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,,Engineering,0.5,domain_keyword,True,Urban Design and Sustainability (0.5); Urban and Regional Planning (0.5); Hospitality and Tourism (0.37)
cbbm-bachelor-of-engineering-in-chemical-and-biomolecular-engineering-with-a-second-major-in-business,Bachelor of Engineering in (Chemical and Biomolecular Engineering) With A Second Major in Business,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/cbbm-bachelor-of-engineering-in-chemical-and-biomolecular-engineering-with-a-second-major-in-business,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Business Administration|Chemical Engineering,Business and Economics|Engineering|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Chemical Engineering (0.69); Geothermal Energy Engineering (0.63); Mechanical Engineering (0.6)
roda-bachelor-of-engineering-robotics-engineering-with-a-second-major-in-data-analytics,Bachelor of Engineering (Robotics Engineering) With A Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/roda-bachelor-of-engineering-robotics-engineering-with-a-second-major-in-data-analytics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Data Science,Engineering|Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Biomedical Engineering (0.7); Electrical Engineering (0.7); Chemical Engineering (0.68)
ce-bachelor-of-engineering-in-computer-engineering,Bachelor of Engineering in Computer Engineering,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ce-bachelor-of-engineering-in-computer-engineering,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Software Engineering,Engineering|Mathematics and Computer Science,0.75,fuzzy,False,Software Engineering (0.75); Biomedical Engineering (0.71); Electrical Engineering (0.71)
bsda-bachelor-of-science-in-biological-sciences-with-second-major-in-data-analytics,Bachelor of Science in Biological Sciences With Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bsda-bachelor-of-science-in-biological-sciences-with-second-major-in-data-analytics,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology|Data Science,Biological Sciences|Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Mathematics (0.56); Data Science (0.54); Languages and Linguistics (0.51)
bssb-bachelor-of-science-in-biological-sciences-with-second-major-in-biomedical-structural-biology,Bachelor of Science in Biological Sciences With Second Major in Biomedical Structural Biology,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bssb-bachelor-of-science-in-biological-sciences-with-second-major-in-biomedical-structural-biology,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Biology (1.0); Biomedical Engineering (0.55); Kinesiology (0.45)
bs-bachelor-of-science-in-biological-sciences,Bachelor of Science in Biological Sciences,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bs-bachelor-of-science-in-biological-sciences,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Political Science (0.78); Animal Science (0.67); Food Science (0.65)
ms-bachelor-of-science-maritime-studies,Bachelor of Science (Maritime Studies),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ms-bachelor-of-science-maritime-studies,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Area Studies,Engineering|Language and Area Studies|Politics and Social Studies,0.76,fuzzy,False,Area Studies (0.76); Religious Studies (0.65); Film Studies (0.62)
mssn-bachelor-of-science-maritime-studies-with-a-second-major-in-sustainability,Bachelor of Science (Maritime Studies) With A Second Major in Sustainability,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/mssn-bachelor-of-science-maritime-studies-with-a-second-major-in-sustainability,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Climate Change & Sustainability Studies,Engineering|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Area Studies (0.76); Religious Studies (0.65); Film Studies (0.62)
msda-bachelor-of-science-maritime-studies-with-a-second-major-in-data-analytics,Bachelor of Science (Maritime Studies) With A Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/msda-bachelor-of-science-maritime-studies-with-a-second-major-in-data-analytics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Data Science,Engineering|Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Area Studies (0.76); Religious Studies (0.65); Film Studies (0.62)
msb-bachelor-of-science-maritime-studies-with-a-second-major-in-business,Bachelor of Science (Maritime Studies) With A Second Major in Business,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/msb-bachelor-of-science-maritime-studies-with-a-second-major-in-business,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Business Administration,Business and Economics|Engineering|Politics and Social Studies,0.95,keyword,False,Area Studies (0.76); Religious Studies (0.65); Film Studies (0.62)
bsb-bachelor-of-science-with-double-major-biomedical-sciences-and-biobusiness,Bachelor of Science With Double Major (Biomedical Sciences and Biobusiness),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bsb-bachelor-of-science-with-double-major-biomedical-sciences-and-biobusiness,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Biomedical Engineering (0.55); Natural Sciences (0.5); Environmental Science (0.49)
bspy-bachelor-of-science-with-double-major-biological-sciences-and-psychology,Bachelor of Science With Double Major (Biological Sciences and Psychology),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bspy-bachelor-of-science-with-double-major-biological-sciences-and-psychology,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology|Psychology,Biological Sciences|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Political Science (0.54); Food Systems and Policy (0.52); Natural Sciences (0.5)
sced-bachelor-of-science-academic-discipline-and-education,Bachelor of Science (Academic Discipline and Education),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/sced-bachelor-of-science-academic-discipline-and-education,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma",,,252universitycourses.html,Educational Leadership,Biological Sciences|Education,0.95,keyword,False,Special Education (0.55); Elementary Education (0.52); Media and Communications (0.52)
mbbs-bachelor-of-medicine-and-bachelor-of-surgery,Bachelor of Medicine and Bachelor of Surgery,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/mbbs-bachelor-of-medicine-and-bachelor-of-surgery,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Medicine,Biological Sciences|Medicine Sciences,0.95,keyword,False,Geography (0.5); Geology (0.43); History (0.43)
phms-bachelor-of-science-in-physics-and-mathematical-sciences,Bachelor of Science in Physics and Mathematical Sciences,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/phms-bachelor-of-science-in-physics-and-mathematical-sciences,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Applied Mathematics|Mathematics|Physics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Physics (1.0); Political Science (0.6); Applied Mathematics (0.58)
phsn-bachelor-of-science-physics-applied-physics-with-second-major-in-sustainability,Bachelor of Science Physics / Applied Physics With Second Major in Sustainability,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/phsn-bachelor-of-science-physics-applied-physics-with-second-major-in-sustainability,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Climate Change & Sustainability Studies|Physics,Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Physics (1.0); Actuarial Science (0.5); Animal Science (0.5)
phqt-bachelor-of-science-in-physics-applied-physics-with-second-major-in-quantum-technologies,Bachelor of Science in Physics / Applied Physics With Second Major in Quantum Technologies,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/phqt-bachelor-of-science-in-physics-applied-physics-with-second-major-in-quantum-technologies,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Physics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Physics (1.0); Applied Mathematics (0.55); Physical Therapy (0.49)
phy-bachelor-of-science-in-physics-and-applied-physics,Bachelor of Science in Physics and Applied Physics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/phy-bachelor-of-science-in-physics-and-applied-physics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Physics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Physics (1.0); Applied Mathematics (0.52); Food Systems and Policy (0.48)
phda-bachelor-of-science-in-physics-applied-physics-with-second-major-in-data-analytics,Bachelor of Science in Physics / Applied Physics With Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/phda-bachelor-of-science-in-physics-applied-physics-with-second-major-in-data-analytics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Data Science|Physics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Physics (1.0); Applied Mathematics (0.55); Physical Therapy (0.49)
masn-bachelor-of-science-in-mathematical-sciences-with-second-major-in-sustainability,Bachelor of Science in Mathematical Sciences With Second Major in Sustainability,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/masn-bachelor-of-science-in-mathematical-sciences-with-second-major-in-sustainability,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Applied Mathematics|Climate Change & Sustainability Studies|Mathematics,Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Sustainable Agriculture (0.65); Urban Design and Sustainability (0.62); Sustainable Engineering (0.59)
maet-bachelor-of-science-in-mathematical-sciences-with-second-major-in-entrepreneurship,Bachelor of Science in Mathematical Sciences With Second Major in Entrepreneurship,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/maet-bachelor-of-science-in-mathematical-sciences-with-second-major-in-entrepreneurship,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Applied Mathematics|Entrepreneurship|Mathematics,Business and Economics|Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Entrepreneurship (1.0); Educational Leadership (0.47); Neuroscience (0.43)
ecma-bachelor-of-social-sciences-in-economics-and-media-analytics,Bachelor of Social Sciences in Economics and Media Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ecma-bachelor-of-social-sciences-in-economics-and-media-analytics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Economics|Journalism|Sociology,Business and Economics|Communication|Education|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,Economics (1.0); Media and Communications (0.67); Digital Media (0.5)
chin-bachelor-of-arts-in-chinese,Bachelor of Arts in Chinese,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/chin-bachelor-of-arts-in-chinese,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,,Language and Area Studies,0.5,domain_keyword,True,Architecture (0.53); Medicine (0.53); Chemistry (0.5)
cnel-bachelor-of-arts-in-chinese-and-english,Bachelor of Arts in Chinese and English,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/cnel-bachelor-of-arts-in-chinese-and-english,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,English,History and Philosophy|Language and Area Studies,1.0,fuzzy,False,English (1.0); Languages and Linguistics (0.55); Investment Management (0.5)
cnlm-bachelor-of-arts-in-chinese-and-linguistics-and-multilingual-studies,Bachelor of Arts in Chinese and Linguistics and Multilingual Studies,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/cnlm-bachelor-of-arts-in-chinese-and-linguistics-and-multilingual-studies,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Linguistics,History and Philosophy|Language and Area Studies,1.0,fuzzy,False,Linguistics (1.0); Languages and Linguistics (0.67); Area Studies (0.5)
elh-bachelor-of-arts-in-english,Bachelor of Arts in English,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/elh-bachelor-of-arts-in-english,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,English,History and Philosophy|Language and Area Studies,1.0,fuzzy,False,English (1.0); Genetics (0.53); Economics (0.5)
mada-bachelor-of-science-in-mathematical-sciences-with-second-major-in-data-analytics,Bachelor of Science in Mathematical Sciences With Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/mada-bachelor-of-science-in-mathematical-sciences-with-second-major-in-data-analytics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Applied Mathematics|Data Science|Mathematics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Mathematics (0.56); Data Science (0.54); Languages and Linguistics (0.51)
basa-bachelor-of-accountancy-sustainability-management-and-analytics,Bachelor of Accountancy (Sustainability Management and Analytics),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/basa-bachelor-of-accountancy-sustainability-management-and-analytics,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Accounting|Climate Change & Sustainability Studies,Business and Economics|Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Supply Chain Management (0.51); Sustainable Design and Construction (0.51); Energy Management (0.5)
bacf-bachelor-of-applied-computing-in-finance,Bachelor of Applied Computing in Finance,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bacf-bachelor-of-applied-computing-in-finance,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Computer Science|Finance,Business and Economics|Engineering|Mathematics and Computer Science,0.95,keyword,False,Finance (1.0); Dance (0.67); Food Science (0.53)
ared-bachelor-of-arts-academic-discipline-and-education,Bachelor of Arts (Academic Discipline and Education),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ared-bachelor-of-arts-academic-discipline-and-education,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma",,,252universitycourses.html,Educational Leadership,Biological Sciences|Education,0.95,keyword,False,Special Education (0.55); Elementary Education (0.52); Media and Communications (0.52)
esda-bachelor-of-science-in-environmental-earth-systems-science-with-second-major-in-data-analytics,Bachelor of Science in Environmental Earth Systems Science With Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/esda-bachelor-of-science-in-environmental-earth-systems-science-with-second-major-in-data-analytics,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Climate Change & Sustainability Studies|Data Science|Environmental Science,Biological Sciences|Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Mathematics (0.56); Data Science (0.54); Languages and Linguistics (0.51)
ecds-bachelor-of-science-in-economics-and-data-science,Bachelor of Science in Economics and Data Science,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ecds-bachelor-of-science-in-economics-and-data-science,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Data Science|Economics,Business and Economics|Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Data Science (1.0); Economics (1.0); Environmental Science (0.64)
eess-bachelor-of-science-in-environmental-earth-systems-science,Bachelor of Science in Environmental Earth Systems Science,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/eess-bachelor-of-science-in-environmental-earth-systems-science,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Climate Change & Sustainability Studies|Environmental Science,Biological Sciences|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Environmental Science (1.0); Environmental Planning (0.6); Environmental Law (0.58)
espp-bachelor-of-science-in-environmental-earth-systems-science-and-public-policy-and-global-affairs,Bachelor of Science in Environmental Earth Systems Science and Public Policy and Global Affairs,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/espp-bachelor-of-science-in-environmental-earth-systems-science-and-public-policy-and-global-affairs,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Climate Change & Sustainability Studies|Environmental Science|International Relations|Public Policy,Biological Sciences|Business and Economics|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Environmental Policy (1.0); Environmental Science (1.0); Public Policy (1.0)
maeo-bachelor-of-science-in-mathematical-sciences-and-economics,Bachelor of Science in Mathematical Sciences and Economics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/maeo-bachelor-of-science-in-mathematical-sciences-and-economics,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Applied Mathematics|Economics|Mathematics,Business and Economics|Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Economics (1.0); Actuarial Science (0.54); Natural Sciences (0.51)
math-bachelor-of-science-in-mathematical-sciences,Bachelor of Science in Mathematical Sciences,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/math-bachelor-of-science-in-mathematical-sciences,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Applied Mathematics|Mathematics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Actuarial Science (0.74); Natural Sciences (0.7); Mathematics (0.69)
macs-1-bachelor-of-science-in-mathematical-and-computer-sciences,Bachelor of Science in Mathematical and Computer Sciences,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/macs-1-bachelor-of-science-in-mathematical-and-computer-sciences,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Mathematics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Computer Science (0.64); Actuarial Science (0.55); Natural Sciences (0.52)
macs-bachelor-of-science-in-mathematical-and-computer-sciences,Bachelor of Science in Mathematical and Computer Sciences,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/macs-bachelor-of-science-in-mathematical-and-computer-sciences,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Mathematics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Computer Science (0.64); Actuarial Science (0.55); Natural Sciences (0.52)
elpl-bachelor-of-arts-in-english-and-philosophy,Bachelor of Arts in English and Philosophy,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/elpl-bachelor-of-arts-in-english-and-philosophy,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Philosophy,History and Philosophy|Politics and Social Studies,0.95,keyword,False,English (1.0); Philosophy (1.0); Food Systems and Policy (0.44)
elhs-bachelor-of-arts-in-english-and-history,Bachelor of Arts in English and History,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/elhs-bachelor-of-arts-in-english-and-history,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,History,History and Philosophy|Politics and Social Studies,0.95,keyword,False,English (1.0); History (1.0); Languages and Linguistics (0.5)
elah-bachelor-of-arts-in-english-literature-and-art-history,Bachelor of Arts in English Literature and Art History,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/elah-bachelor-of-arts-in-english-literature-and-art-history,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Comparative Literature|History,Arts and Design|History and Philosophy|Language and Area Studies|Politics and Social Studies,0.95,keyword,False,English (1.0); History (1.0); Comparative Literature (0.5)
bsent-bachelor-of-science-in-biological-sciences-with-second-major-in-entreprenuership,Bachelor of Science in Biological Sciences With Second Major in Entreprenuership,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bsent-bachelor-of-science-in-biological-sciences-with-second-major-in-entreprenuership,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Entrepreneurship (0.94); Educational Leadership (0.47); Nursing (0.43)
phet-bachelor-of-science-in-applied-physics-with-second-major-in-entrepreneurship,"Bachelor of Science in Applied Physics
